Organisation Name,Address 1,Address 2,Address 3,Address 4,City,County,Post Code,Country,Website,Constitution,Sector,Type
Totnes Elizabethan House Museum,70 Fore Street,,,,Totnes,Devon,TQ9 5BZ,England,www.devonmuseums.net/totnes  /  www.totnes.com/museum/,Charity & Trusts,Museum,Independent
Eden Valley Museum,72 High Street,,,,Edenbridge,Kent,TN8 7LE,England,,Charity & Trusts,Museum,Independent
Rustington Heritage Association Exhibition Centre,76-78 The Street,,,,Rustington,West Sussex,BN16 3NR,England,http://www.rustingtonmuseum.org/RHA.htm,Charity & Trusts,Museum,Independent
Haslemere Educational Museum,78 High Street,,,,Haslemere,Surrey,GU27 2LA,England,http://www.haslemeremuseum.co.uk/,Charity & Trusts,Museum,Independent
Greener Museums Ltd,78 York Street,,,,London,Greater London,W1H 1DP,England,http://www.greenermuseums.org,Private Organisation,Museum,Independent
Thame Museum,79 High Street,Thame,,,Oxon,Oxfordshire,OX9 3AE,England,http://thamehistory.net/M/homepage.html?t=10&r=1,Charity & Trusts,Museum,Independent
Wells Museum,8 Cathedral Green,,,,Wells,Somerset,BA5 2UE,England,www.yell.co.uk/sites/wellsmuseum,Charity & Trusts,Museum,Independent
Roald Dahl Museum and Story Centre,81-83 High Street,,,,Great Missenden,Buckinghamshire,HP16 0BP,England,http://www.roalddahlmuseum.org/,Charity & Trusts,Museum,Independent
Hunterian Art Gallery,82 Hillhead Street,University of Glasgow,,,Glasgow,,G12  8QQ,Scotland,,University,Museum,Independent
Horsforth Village Museum,84 Ash Road,Headingly,,,Leeds,Yorkshire,LS6 3HD,England,,Charity & Trusts,Museum,Independent
Weavers' Triangle Visitor Centre,85 Manchester Road,,,,Burnley,Lancashire,BB11 1JZ,England,,Charity & Trusts,Museum,Independent
Corfe Castle Museum,89 West Street,,,,Corfe Castle,Dorset,BH20 5HB,England,www.nationaltrust.org.uk  www.isleofpurbeck.com/corfe.html,Charity & Trusts,Museum,Independent
DH Lawrence Birthplace Museum,8A Victoria Street,Eastwood,,,Nottingham,Nottinghamshire,NG16 3AW,England,www.broxtowe.gov.uk,Charity & Trusts,Museum,Independent
Pallant House Gallery,9 North Pallant,,,,Chichester,West Sussex,PO19 1TJ,England,http://www.pallant.org.uk/,Charity & Trusts,Museum,Independent
Southwold Museum,9-11 Victoria Street,,,,Southwold,Suffolk,IP18 6HZ,England,,Charity & Trusts,Museum,Independent
London Fire Brigade Museum,94A Southwark Bridge Road,,,,London,,SE1 0EG,England,www.london-fire.gov.uk,Charity & Trusts,Museum,Independent
Batchworth Lock Canal Centre,99 Church Street,,,,Rickmansworth,Hertfordshire,WD3 1JD,England,,Charity & Trusts,Museum,Independent
National Horseracing Museum,99 High Street,,,,Newmarket,Suffolk,CB8 8JL,England,,Charity & Trusts,Museum,Independent
The Vestey Gallery of British Sporting Art,99 High Street,,,,Newmarket,Suffolk,CB8 8JH,England,,Charity & Trusts,Museum,Independent
Datchworth Museum,9a Datchworth Green,,,,Datchworth,Hertfordshire,SG3 6TL,England,,Charity & Trusts,Museum,Independent
"Old Operating Theatre, Museum & Herb Garret",9a St Thomas' Street,,,,London,,SE1 9RY,England,www.thegarret.org.uk,Charity & Trusts,Museum,Independent
Sherborne Museum,Abbey Gate House,Church Lane,,,Sherborne,Dorset,DT9 3BP,England,www.sherbornemuseum.co.uk,Charity & Trusts,Museum,Independent
The Nan Tait Centre,Abbey Road,,,,Barrow-in-Furness,Cumbria,LA14 1LG,England,,Charity & Trusts,Museum,Independent
Abbeydale Industrial Hamlet,Abbeydale Road South,,,,Sheffield,Yorkshire,S7 2QW,England,http://www.simt.co.uk/abbeydale-industrial-hamlet/visit-us,Charity & Trusts,Museum,Independent
Abbot Hall Art Gallery,Abbot Hall,,,,Kendal,Cumbria,LA9 5AL,England,,Charity & Trusts,Museum,Independent
Museum of Lakeland Life,Abbot Hall,,,,Kendal,Cumbria,LA9 5AL,England,,Charity & Trusts,Museum,Independent
Clarke Hall Educational Museum,Aberford Road,,,,Wakefield,Yorkshire,WF1 4AL,England,,Charity & Trusts,Museum,Independent
North Weald Airfield Museum,AD Astra House,Hurricane Way,,,"North Weald, Epping",Essex,CM16 6AA,England,,Charity & Trusts,Museum,Independent
South Yorkshire Aircraft Museum,Airborne Rd,Dakota Way,,,Doncaster,Yorkshire,DN4 7FB,England,http://www.aeroventure.org.uk/,Charity & Trusts,Museum,Independent
The Natural History Museum at Tring,Akeman Street,,,,Tring,Hertfordshire,HP23 6AP,England,,Charity & Trusts,Museum,Independent
The Walter Rothschild Zoological Museum,Akeman Street,,,,Tring,Hertfordshire,HP23 6AP,England,,Charity & Trusts,Museum,Independent
Tate Liverpool,Albert Dock,,,,Liverpool,Merseyside,L3 4BB,England,http://www.tate.org.uk/liverpool/,Charity & Trusts,Museum,Independent
Alford Manor House Museum,Alford Manor House,West Street,,,Alford,Lincolnshire,LN13 9HT,England,www.alfordmanorhouse.co.uk,Charity & Trusts,Museum,Independent
Manchester Metropolitan University,All Saints Building,Oxford Road,,,Manchester,Greater Manchester,M15 6BH,England,,University,Museum,Independent
20 Forthlin Road,Allerton,,,,Liverpool,Merseyside,L24 1YP,England,,Charity & Trusts,Museum,Independent
American Museum in Britain,American Museum Library,Claverton Manor,,,Bath,Somerset,BA2 7BD,England,www.americanmuseum.org,Charity & Trusts,Museum,Independent
Crystal Palace Museum,Anerley Hill,Bromley,,,London,,SE19 2BA,England,,Charity & Trusts,Museum,Independent
Embroiderers' Guild,Apartment 41,Hampton Court Place,,,Moseley,Surrey,KT8 9AU,England,,Charity & Trusts,Museum,Independent
Arlington Court,Arlington,,,,nr Barnstaple,Devon,EX31 4LP,England,http://www.nationaltrust.org.uk/main/w-arlingtoncourt,Charity & Trusts,Museum,Independent
Carlisle Castle,Arroya Block,The Castle,,,Carlisle,Cumbria,CA3 8UR,England,,Charity & Trusts,Museum,Independent
Millennium Galleries,Arundel Gate,,,,Sheffield,Yorkshire,S1 2PP,England,,Charity & Trusts,Museum,Independent
White Mill Folk Museum,Ash Road,,,,Sandwich,Kent,CT13 9JB,England,http://www.sandwich-town.our-place.co.uk/community/white-mill.html,Charity & Trusts,Museum,Independent
Ashdown Museum,Ashdon,4 Guildhall Way,,,Saffron Walden,Essex,CB10 2HH,England,,Charity & Trusts,Museum,Independent
Museum of the Manchester Regiment,Ashton Town Hall,Market Place,,,Ashton under Lyme,Greater Manchester,OL6 6DL,England,,Charity & Trusts,Museum,Independent
Univeristy of Birmingham Research and Cultural Collections,Aston Webb Building,Room A114,Edgbaston,,Birmingham,West Midlands,B15 2TT,England,http://,University,Museum,Independent
"National Trust, Attingham Park",Attingham Park,,,,Shrewsbury,Shropshire,SY4 4TP,England,www.nationaltrust.org.uk/main/w-attinghampark,Charity & Trusts,Museum,Independent
Sir Francis Cook Gallery,Augres,Trinity,,,Jersey,,JE3 5JN,Channel Islands,,Charity & Trusts,Museum,Independent
The Stephens Collection,Avenue House,East End,Finchley,Barnet,London,,N3 3QE,England,,Charity & Trusts,Museum,Independent
Feering & Kelvedon Local History Museum,Aylett's School,Maldon Road,,,"Kelvedon, Colchester",Essex,CO5 9BA,England,,Charity & Trusts,Museum,Independent
Weobley Local History Centre and Museum,Back Lane,,,,Weobley,,HR4 8SG,England,www.weobley.org,Charity & Trusts,Museum,Independent
Bahamas Locomotive Society Ltd,Bahamas Locomotive Society Ltd,c/o 296 Didsbury Road,Heaton Mersey,,Stockport,Greater Manchester,SK4 3JH,England,http://www.bahamaslocomotivesociety.com/,Charity & Trusts,Museum,Independent
"University of Lancaster, Ruskin Library",Bailrigg,,,,Lancaster,Lancashire,LA1 4YH,England,,University,Museum,Independent
Lytham Hall,Ballam Road,,,,Lytham St Annes,Lancashire,FY8 4LE,England,,Charity & Trusts,Museum,Independent
Heritage Motor Centre,Banbury Road,,,,Gaydon,Warwickshire,CV35 0BJ,England,www.heritage-motor-centre.co.uk,Charity & Trusts,Museum,Independent
"National Trust, Penrhyn Castle",Bangor,,,,Gwynedd,,LL57 4HN,Wales,www.nationaltrust.org.uk/main/w-penrhyncastle,Charity & Trusts,Museum,Independent
Tate Modern,Bankside,,,,London,,SE1 9TG,England,http://www.tate.org.uk/modern/,Charity & Trusts,Museum,Independent
The Barleylands Farm Centre,Barleylands Road,,,,Billericay,Essex,CM11 2UD,England,,Charity & Trusts,Museum,Independent
Nothe Fort Museum of Coastal Defence,Barrack Road,,,,Dorset,,DT4 8UF,England,www.fortressweymouth.co.uk,Charity & Trusts,Museum,Independent
Langton Matravers Local History & Preservation Society,Barton,The Hyde,Langton Matravers,,Swanage,Dorset,BH19 3HE,England,,Charity & Trusts,Museum,Independent
Bath Abbey Heritage Vaults Museum,Bath Abbey,Kingston Buildings,,,Bath,Somerset,BA1 1LT,England,www.bathabbey.org,Charity & Trusts,Museum,Independent
House on the Hill Toy Museum,Bayley Walls,10 Grove Hil,,,Stanstead,Essex,CM24 8SP,England,,Charity & Trusts,Museum,Independent
Erasmus Darwin House,Beacon Street,,,,Lichfield,Staffordshire,WS13 7AD,England,www.erasmusdarwin.org,Charity & Trusts,Museum,Independent
South Lincolnshire Military Museum,Beck Bank,,,,Gosberton Clough,Lincolnshire,PE11 4JL,England,www.visitlincolnshire.com,Charity & Trusts,Museum,Independent
Thackray Museum,Beckett Street,,,,Leeds,Yorkshire,LS9 7LN,England,http://www.thackraymuseum.org/,Charity & Trusts,Museum,Independent
Tiverton Museum of Mid Devon Life,Beck's Square,Tiverton,,,Devon,Devon,EX16 6PJ,UK,,Charity & Trusts,Museum,Independent
Bedale Museum,Bedale Hall,,,,Bedale,Yorkshire,DL8 1AA,England,http://www.bedale.com/museum.htm,Charity & Trusts,Museum,Independent
"National Trust, Belton House & Tattersahll Castle",Belton Hosue,,,,Grantham,Lincolnshire,NG32 2LS,England,www.nationaltrust.org.uk,Charity & Trusts,Museum,Independent
Trolleybus Museum,Belton Road,Sandtoft,,,Doncaster,Yorkshire,DN8 5SX,England,,Charity & Trusts,Museum,Independent
Trolleybus Museum at Sandtoft,Belton Road,Sandtoft,,,Doncaster,,DN8 5SX,,http://www.sandtoft.org.uk/,Charity & Trusts,Museum,Independent
Blandford Forum Museum,Beres Yard,Market Place,,,Blandford Forum,Dorset,DT11 7HU,England,http://www.blandfordtownmuseum.org/,Charity & Trusts,Museum,Independent
Berkshire Library & Museum of Freemasonry,Berkshire Masonic Centre,Mole Road,,,Reading,Berkshire,RG41 5DB,England,,Charity & Trusts,Museum,Independent
Andrew Logan Museum of Sculpture,Berriew,,,,Welshpool,,SY21 8PJ,Wales,www.andrewlogan.com/museum,Charity & Trusts,Museum,Independent
"National Trust, Back to Backs and the George Saunders Collection",Birmingham Back to Backs,50-54 Inge Street,,,Birmingham,West Midlands,B5 4TE,England,www.nationaltrust.org.uk/main/w-birmingham_backtobacks,Charity & Trusts,Museum,Independent
Royal Signals Museum,Blandford Camp,,,,Blandford,Dorset,DT11 8RH,England,www.army.mod.uk/royalsignalsmuseum/index.htm,Central Government Funded,Museum,Independent
Devonshire Collection of Period Costume,Bogan House,43 High Street,,,Totnes,Devon,TQ9 5RY,England,,Charity & Trusts,Museum,Independent
Devonshire Collection of Period Costume Trust,Bogan House,43 High Street,,,Totnes,Devon,TQ9 5NP,England,,Charity & Trusts,Museum,Independent
Knightshayes Court,Bolham,,,,Tiverton,Devon,EX16 7RQ,England,http://www.nationaltrust.org.uk/main/w-knightshayescourt,Charity & Trusts,Museum,Independent
Burton Constable Hall,Borton Constable Road,,,,Skirlaugh,Yorkshire,HU11 4LN,England,http://www.burtonconstable.com/,Charity & Trusts,Museum,Independent
KUBE Poole,Bournemouth & Poole College Campus,North Road,Parkstone,,Poole,Dorset,BH14 OLS,,www.KUBEpoole.org.uk,Charity & Trusts,Museum,Independent
Fleet Air Arm Museum,"Box No.D6, RNAS Yeovilton",Nr Ilchester,,,Yeovil,Somerset,BA22 8HT,England,www.fleetairarm.com,Charity & Trusts,Museum,Independent
Greater Manchester Museum of Transport,Boyle Street,Cheetham Hill,,,Manchester,Greater Manchester,M8 8UW,England,,Charity & Trusts,Museum,Independent
East Riddlesden Hall,Bradford Road,,,,Keighley,Yorkshire,BD20 5EL,England,http://www.nationaltrust.org.uk/main/w-eastriddlesdenhall,Charity & Trusts,Museum,Independent
"National Trust, Hinton Ampner Garden",Bramdean,,,,Alresford,Hampshire,SO24 0LA,England,www.nationaltrust.org.uk/main/w-hintonampnergarden,Charity & Trusts,Museum,Independent
Samuel Johnson Birthplace Museum,Breadmarket Street,,,,Lichfield,Staffordshire,WS13 6LG,England,www.samueljohnsonbirthplace.org.uk,Charity & Trusts,Museum,Independent
Bressingham Steam Preservation Co Ltd,Bressingham,,,,Diss,Norfolk,IP22 2AB,England,,Charity & Trusts,Museum,Independent
Yorkshire Sculpture Park,Bretton Hall,West Bretton,,,Wakefield,Yorkshire,WF4 4LG,England,http://www.ysp.co.uk,Charity & Trusts,Museum,Independent
Fry Art Gallery,Bridge End Gardens,Castle Street,,,Saffron Walden,Essex,CB10 1BD,England,,Charity & Trusts,Museum,Independent
National Waterways Museum,Bridge Road,Stoke Bruerne,,,Towcester,Northamptonshire,NN12 7SE,England,www.nwm.org.uk,Charity & Trusts,Museum,Independent
Beck Isle Museum of Rural Life,Bridge Street,,,,Pickering,Yorkshire,YO18 8DU,England,http://www.beckislemuseum.co.uk/,Charity & Trusts,Museum,Independent
Bradford on Avon Museum,Bridge Street,,,,Bradford-on-Avon,Wiltshire,BA15 1BY,England,,Charity & Trusts,Museum,Independent
Lyme Regis Museum,Bridge Street,,,,Lyme Regis,Dorset,DT7 3QA,England,http://www.lymeregismuseum.co.uk/,Charity & Trusts,Museum,Independent
Nautical Museum,Bridge Street,,,,Castletown,IsleofMan,IM9 1AX,England,,Charity & Trusts,Museum,Independent
The Beatles Story Ltd,Britannia Vaults,Albert Dock,,,Liverpool,Merseyside,L3 4AD,England,,Charity & Trusts,Museum,Independent
Killerton House,Broadclyst,,,,Exeter,Devon,EX5 3LE,England,http://www.nationaltrust.org.uk/main/w-killerton,Charity & Trusts,Museum,Independent
Mid-Suffolk Light Railway Museum,Brockford Station,Wetheringsett,,,Stowmarket,Suffolk,IP14 5PW,England,,Charity & Trusts,Museum,Independent
Brooklands Museum,Brooklands Road,,,,Weybridge,Surrey,KT13 0QN,England,,Charity & Trusts,Museum,Independent
"Waterworks Museum, Hereford",Broomy Hill,,,,Hereford,Herefordshire,HR4 0LJ,England,www.waterworksmuseum.org.uk,Charity & Trusts,Museum,Independent
"National Trust, Coleton Fishacre",Brownstone Road,,,,Kingswear,Devon,TQ6 0EQ,England,www.nationaltrust.org.uk,Charity & Trusts,Museum,Independent
Brunel Museum,Brunel Engine House,Railway Avenue,Rotherthithe,,London,,SE16 4LF,England,,Charity & Trusts,Museum,Independent
Norfolk & Suffolk Aviation Museum,Buckeroo Way,The Street,,,Flixton,Suffolk,NR35 1NZ,England,,Charity & Trusts,Museum,Independent
Buckinghamshire Military Museum,Buckinghamshire Military Museum Trust Collection,The Old Gaol Museum,Market Hill,,Buckingham,Buckinghamshire,MK18 1JX,,http://www.armymuseums.org.uk/museums/0000000019-Buckinghamshire-Military-Museum-Trust-Collection.htm,Charity & Trusts,Museum,Independent
Bentwaters Cold War Museum,Building 134,Bentwaters Parks,Rendlesham,,Woodbridge,Suffolk,IP12 2TW,,www.bcwm.org.uk/,Charity & Trusts,Museum,Independent
John Bunyan Museum & Library,Bunyan Meeting Free Church,Mill Street,,,Bedford,Bedfordshire,MK40 3EU,England,,Charity & Trusts,Museum,Independent
HMS Ganges Museum,Bures,48 Colchester Road,,,Colchester,Suffolk,CO8 5AE,England,,Charity & Trusts,Museum,Independent
Butcher Row House Museum,Burgage Hall,Church Lane,,,Ledbury,Herefordshire,HR8 1DW,UK,www.visitledbury.co.uk/ledburycore/ledburyhistory/museumsmain.htm,Charity & Trusts,Museum,Independent
Hampstead Museum,Burgh House,New End Square,,,London,,NW3 1LT,England,www.burghhouse.org.uk/visit/museum.aspx,Charity & Trusts,Museum,Independent
Royal Academy of Arts,Burlington House,Piccadilly,,,London,,W1V 0DS,England,,Charity & Trusts,Museum,Independent
Society of Antiquaries (Burlington House),Burlington House,Piccadilly,,,London,Greater London,W1J 0BE,England,www.sal.org.uk,Charity & Trusts,Museum,Independent
Hornsea Museum,Burn's Farm,11 Newbegin,,,Hornsea,,HU18 1AB,,http://www.hornseamuseum.com/,Charity & Trusts,Museum,Independent
Museum of Bath at Work,Camden Works,Julian Road,,,Bath,Somerset,BA1 2RH,England,http://www.bath-at-work.org.uk/,Charity & Trusts,Museum,Independent
Dean Heritage Museum,Camp Mill,Soudley,,,Cinderford,Gloucestershire,GL14 2UB,England,http://www.deanheritagemuseum.com/,Charity & Trusts,Museum,Independent
Kennet & Avon Canal Museum,Canal Centre,Devizes Wharf,Couch Lane,,Devizes,Wiltshire,SN10 1EB,England,,Charity & Trusts,Museum,Independent
National Coal Mining Museum for England,Caphouse Colliery,New Road,Overton,,Wakefield,Yorkshire,WF4 4RH,England,http://www.ncm.org.uk/,Charity & Trusts,Museum,Independent
Carisbrooke Castle Museum,Carisbrooke Castle,,,,Isle of  Wight,Hampshire,PO30 1XY,England,,Charity & Trusts,Museum,Independent
Cranbrook Museum,Carriers Road,,,,Cranbrook,Kent,TN17 3JX,England,,Charity & Trusts,Museum,Independent
"China Clay Museum, Wheal Martyn",Carthew,,,,St Austell,Cornwall,PL26 8XG,England,www.wheal-martyn.com,Charity & Trusts,Museum,Independent
York Castle Museum,Castle Area,Eye of York,,,York,Yorkshire,YO1 9RY,England,www.york.trust.museum,Charity & Trusts,Museum,Independent
Dollar Museum,Castle Campbell Hall,1 High Street,Dollar,,Clackmannanshire,,FK14 7AY,,www.dollarmuseum.org.uk,Charity & Trusts,Museum,Independent
Castle Combe Museum,Castle Combe,,,,Chippenham,Wiltshire,SN14 7HU,England,,Charity & Trusts,Museum,Independent
Sir Alfred Munnings Art Museum,Castle House,,,,Dedham,Essex,CO7 6AL,England,,Charity & Trusts,Museum,Independent
Castle Rushen,Castletown,,,,Isle of Man,,IM9 1LD,,http://www.gov.im/MNH/heritage/museums/castlerushen/,Charity & Trusts,Museum,Independent
Horsham Museum,Causeway House,9 The Causeway,,,Horsham,West Sussex,RH13 7YP,England,,Charity & Trusts,Museum,Independent
Central St Martins Museum and Study Collection,Central St Martins College of Art and Design,Southampton Row,,,London,Greater London,WC1B 4AP,UK,http://www.csm.arts.ac.uk/museum,University,Museum,Independent
Ribble Steam Railway,Chain Caul Road,Ashton-on-Ribble,,,Preston,Lancashire,PR2 2PD,England,www.ribblesteam.org.uk,Charity & Trusts,Museum,Independent
World of Glass,Chalon Way East,,,,St Helens,Merseyside,WA10 1BX,England,,Charity & Trusts,Museum,Independent
Gillingham Museum,Chantry Fields,,,,Gillingham,Dorset,SP8 4UA,England,www.brwebsites.com/gillingham.museum/,Charity & Trusts,Museum,Independent
Birmingham & Midland Museum of Transport,Chapel Lane,,,,Birmingham,West Midlands,B47 6JX,England,www.bammot.org.uk,Charity & Trusts,Museum,Independent
Champs Chapel Museum,Chapel Square,,,,East Hendred,Oxfordshire,OX12 8JD,England,,Charity & Trusts,Museum,Independent
New Place / Nash's House,Chapel Street,,,,Stratford-upon-Avon,Warwickshire,CV37 6EP,UK,www.shakespeare.org.uk/,Charity & Trusts,Museum,Independent
Ruddington Framework Knitters' Museum,Chapel Street,,,,Ruddington,Nottinghamshire,NG11 6HE,England,www.rfkm.org.uk,Charity & Trusts,Museum,Independent
East Anglian Railway Museum,Chappel & Wakes Colne Station,,,,Colchester,Essex,CO6 2DS,England,,Charity & Trusts,Museum,Independent
"National Trust, Chastleton House",Chastleton,,,,Moreton-in-Marsh,Gloucestershire,GL56 0SU,England,,Charity & Trusts,Museum,Independent
Jane Austen's House,Chawton,,,,Alton,Hampshire,GU34 1SD,England,www.jane-austens-house-museum.org.uk/,Charity & Trusts,Museum,Independent
North Staffordshire Railway Company Museum,Cheddleton Station,Station Road,,,Cheddleton,Staffordshire,ST13 7EE,England,www.churnet-valley-railway.co.uk/north_staffordshire_railway_co.htm,Charity & Trusts,Museum,Independent
The Lightbox,Chobham Road,,,,Woking,Surrey,GU21 6ND,England,,Charity & Trusts,Museum,Independent
Elstow Moot Hall,Church End,Elstow,,,Bedford,Bedfordshire,MK42 9XT,England,,Charity & Trusts,Museum,Independent
Swanage Museum,Church Hill,,,,Swanage,Dorset,BH19 1HU,England,www.swanagemuseum.org.uk/,Charity & Trusts,Museum,Independent
Ditchling Museum,Church Lane,,,,Ditchling,West Sussex,BN6 8TB,England,,Charity & Trusts,Museum,Independent
Royal London Hospital  Museum & Archives,Church of St Augustine with St Philip,Newark Street,,,London,,E1 2AA,England,,Charity & Trusts,Museum,Independent
Axminster Museum,Church Street,,,,Axminster,Devon,EX13 5AQ,England,www.devonmuseums.net,Charity & Trusts,Museum,Independent
Bronte Parsonage Museum,Church Street,,,,Haworth,Yorkshire,BD22 8DR,England,http://www.bronte.org.uk/,Charity & Trusts,Museum,Independent
Isles of Scilly Museum,Church Street,St Mary's,,,Isles of Scilly,Isles of Scilly,TR21 0JT,England,,Charity & Trusts,Museum,Independent
Steyning Museum,Church Street,,,,Steyning,West Sussex,BN44 3YB,England,,Charity & Trusts,Museum,Independent
"Llanerchaeron, National Trust",Ciliau Aeron,,,,Lampeter,,SA48 8DG,Wales,http://www.nationaltrust.org.uk,Charity & Trusts,Museum,Independent
Herne Bay Museum & Art Gallery,City Museum Office,18 High Street,,,Canterbury,Kent,CT1 2RA,England,,Charity & Trusts,Museum,Independent
East Kent Maritime Museum,Clock House,Pier Yard,Royal Harbour,,Ramsgate,Kent,CT11 8LS,England,,Charity & Trusts,Museum,Independent
British Empire & Commonwealth Museum,Clock Tower Yard,Temple Meads,,,Bristol,,BS1 6QH,England,www.empiremuseum.co.uk,Charity & Trusts,Museum,Independent
Enginuity,Coalbrookdale,,,,Telford,Shropshire,TF8 7DQ,England,http://www.ironbridge.org.uk,Charity & Trusts,Museum,Independent
Ironbridge Gorge Museums Trust,Coalbrookdale,,,,Telford,Shropshire,TF8 7DQ,England,www.ironbridge.org.uk,Charity & Trusts,Museum,Independent
Museum of Iron & Darby Furnace,Coalbrookdale,,,,Telford,Shropshire,TF8 7DQ,England,www.ironbridge.org.uk/,Charity & Trusts,Museum,Independent
Thameside Aviation Museum,Coalhouse Fort,,,,East Tilbury,Essex,RM17 5DX,England,,Charity & Trusts,Museum,Independent
Coalport China Museum,Coalport,,,,Telford,Shropshire,TF8 7HZ,England,www.ironbridge.org.uk,Charity & Trusts,Museum,Independent
Coggeshall Museum,Coggeshall Village College,Stoneham Street,,,Coggeshall,Essex,CO6 1RU,England,,Charity & Trusts,Museum,Independent
British Optical Association Museum and Library,College of Optometrists,42 Craven Street,,,London,,WC2N 5NG,England,www.college-optometrists.org/museum,Charity & Trusts,Museum,Independent
Dulwich Picture Gallery,College Road,,,,London,,SE21 7AD,England,http://www.dulwichpicturegallery.org.uk/,Charity & Trusts,Museum,Independent
Mary Rose,College Road,HM Naval Base,,,Portsmouth,Hampshire,PO1 3LX,England,http://www.maryrose.org/,Charity & Trusts,Museum,Independent
Compton Verney,Compton Verney House Trust,,,,Compton Verney,Warwickshire,CV35 9HZ,England,www.comptonverney.org.uk,Charity & Trusts,Museum,Independent
Little Moreton Hall,Congleton Road,,,,Congleton,Cheshire,CW12 4SD,England,,Charity & Trusts,Museum,Independent
National Co-operative Archive,Co-operative College,Holyoake House,,,Manchester,Greater Manchester,M60 0AS,England,http://archive.co-op.ac.uk/,Charity & Trusts,Museum,Independent
Jorvik - The Viking City,Coppergate Walk,Coppergate,,,York,Yorkshire,YO1 9WT,England,http://www.jorvik-viking-centre.co.uk/,Charity & Trusts,Museum,Independent
Anne Hathaway's Cottage,Cottage Lane,Shottery,,,Stratford-upon-Avon,West Midlands,CV37 9HH,UK,www.shakespeare.org.uk/content/view/50/50/,Charity & Trusts,Museum,Independent
Rutland Railway Museum,Cottesmore Iron Ore Mines Sidings,Ashwell Road,,,Cottesmore,Rutland,LE15 7BX,England,www.ukhrail.uel.ac.uk/rrm.html,Charity & Trusts,Museum,Independent
"University of Hull, Art Collection",Cottingham Road,,,,Hull,Yorkshire,HU6 7RX,England,http://www.hull.ac.uk/accessart/collection.htm,University,Museum,Independent
"University of Hull, South-East Asia Museum",Cottingham Road,,,,Hull,Yorkshire,HU6 7RX,England,http://www.hull.ac.uk/seas/study_facilities.html,University,Museum,Independent
Bungay Museum,Council Offices,Broad Street,,,Bungay,Suffolk,NR35 1EE,England,,Charity & Trusts,Museum,Independent
National Lighthouse Museum,Council Offices,,,,St Clare,Cornwall,TR18 3QW,England,,Charity & Trusts,Museum,Independent
Nidderdale Museum,Council Offices,King Street,Pateley Bridge,,Harrogate,Yorkshire,HG3 5LE,England,http://www.nidderdalemuseum.com/,Charity & Trusts,Museum,Independent
Courtauld Gallery,Courtauld Institute of Art,Somerset House,,,London,,WC2R 0RN,England,http://www.courtauld.ac.uk/index.html,University,Museum,Independent
Bloxham Village Museum,Courthouse,Church Street,Bloxham,,Banbury,Oxfordshire,OX15 4ET,England,,Charity & Trusts,Museum,Independent
Midland Air Museum,Coventry Airport,,,,Coventry,West Midlands,CV8 3AZ,England,www.midlandairmuseum.co.uk,Charity & Trusts,Museum,Independent
